Project, Model, Fun, Type, Mandatory, Info, Line Num, Filename, Link,
perkeep/perkeep,batchedShards,batchedShards,Func as a chan bound,true,Name : len(m),93,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/shard/shard.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/shard/shard.go#L93,
perkeep/perkeep,batchedShards,batchedShards,len() as a chan bound,true,Name : len(m),93,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/shard/shard.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/shard/shard.go#L93,
perkeep/perkeep,batchedShards,batchedShards,Map as a spawning for upper bound,true,Name : map[uint32][]perkeep.org/pkg/blob.Ref,94,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/shard/shard.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/shard/shard.go#L94,
perkeep/perkeep,batchedShards,batchedShards,Go in for,false,,97,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/shard/shard.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/shard/shard.go#L97,
perkeep/perkeep,batchedShards,batchedShards,Map as a spawning for upper bound,true,Name : map[uint32][]perkeep.org/pkg/blob.Ref,102,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/shard/shard.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/shard/shard.go#L102,
perkeep/perkeep,checkEnumerate,checkEnumerate,Slice as a spawning for upper bound,true,Name : want,1361,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/index/indextest/tests.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/index/indextest/tests.go#L1361,
perkeep/perkeep,EnumStat,EnumStat,List as a spawning for upper bound,true,&{25450444 <nil> string},1462,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/index/indextest/tests.go:1462:20,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/index/indextest/tests.go:1462:20#L1462,
perkeep/perkeep,readAllMetaBlobs,readAllMetaBlobs,Go in for,false,,296,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/encrypt/meta.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/encrypt/meta.go#L296,
perkeep/perkeep,Fetch,Fetch,Func as a chan bound,true,Name : len(&{sto subsets}),73,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/union/union.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/union/union.go#L73,
perkeep/perkeep,Fetch,Fetch,len() as a chan bound,true,Name : len(&{sto subsets}),73,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/union/union.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/union/union.go#L73,
perkeep/perkeep,Fetch,Fetch,Integer as a add bound,true,1,77,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/union/union.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/union/union.go#L77,
perkeep/perkeep,Fetch,Fetch,Go in for,false,,78,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/union/union.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/union/union.go#L78,
perkeep/perkeep,StatBlobs,StatBlobs,Integer as a add bound,true,1,126,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/union/union.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/union/union.go#L126,
perkeep/perkeep,StatBlobs,StatBlobs,Go in for,false,,127,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/union/union.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/union/union.go#L127,
perkeep/perkeep,projectHasInstance,projectHasInstance,A receive on a channel that could not be parsed by Gomela at position /var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go:213:9 was found.,false,,0,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go#L0,
perkeep/perkeep,enableAPIs,enableAPIs,Func as a chan bound,true,Name : len(requiredServices),358,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go#L358,
perkeep/perkeep,enableAPIs,enableAPIs,len() as a chan bound,true,Name : len(requiredServices),358,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go#L358,
perkeep/perkeep,enableAPIs,enableAPIs,Map as a spawning for upper bound,true,Name : map[string]string,360,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go#L360,
perkeep/perkeep,enableAPIs,enableAPIs,Integer as a add bound,true,1,383,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go#L383,
perkeep/perkeep,enableAPIs,enableAPIs,Go in for,false,,384,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go#L384,
perkeep/perkeep,setBuckets,setBuckets,Map as a spawning for upper bound,true,Name : map[string]bool,728,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go#L728,
perkeep/perkeep,setBuckets,setBuckets,Integer as a add bound,true,1,735,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go#L735,
perkeep/perkeep,setBuckets,setBuckets,Go in for,false,,736,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/deploy/gce/deploy.go#L736,
perkeep/perkeep,importAll,importAll,Var as a chan bound,true,&{0xc03f0bc160 33001148 * numWorkers},183,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/import_share.go#L183,
perkeep/perkeep,importAll,importAll,Integer as a spawning for upper bound,true,10,187,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/import_share.go#L187,
perkeep/perkeep,importAll,importAll,Integer as a spawning for lower bound,true,0,187,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/import_share.go#L187,
perkeep/perkeep,importAll,importAll,Go in for,false,,188,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/import_share.go#L188,
perkeep/perkeep,readQueueToMemory,enumerateQueuedBlobs,For loop not well formed,false,Init : <nil> Cond : &{0xc03f777060 33060676 [] 0 33060677} Post : <nil>,547,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go#L547,
perkeep/perkeep,runSync,runSync,Go in for,false,,578,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go#L578,
perkeep/perkeep,runSync,runSync,Var as a for upper bound,false,toCopy,589,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go#L589,
perkeep/perkeep,runSync,runSync,Integer as a for lower bound,false,0,589,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go#L589,
perkeep/perkeep,runFullValidation,runFullValidation,Func as a add bound,true,Name : len(shards),756,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go#L756,
perkeep/perkeep,runFullValidation,runFullValidation,len() as a add bound,true,Name : len(shards),756,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go#L756,
perkeep/perkeep,runFullValidation,runFullValidation,Slice as a spawning for upper bound,true,Name : shards,764,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go#L764,
perkeep/perkeep,runFullValidation,runFullValidation,Go in for,false,,767,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go#L767,
perkeep/perkeep,validateShardPrefix,ListMissingDestinationBlobs,Slice as a spawning for upper bound,true,Name : missing,820,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/server/sync.go#L820,
perkeep/perkeep,writeFileChunks,writeFileChunks,For loop not well formed,false,Init : <nil> Cond : &{0xc023382b40 23216404 && 0xc023382bd0} Post : <nil>,374,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/schema/filewriter.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/schema/filewriter.go#L374,
perkeep/perkeep,writeFileChunks,writeFileChunks,Integer as a for upper bound,false,32,399,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/schema/filewriter.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/schema/filewriter.go#L399,
perkeep/perkeep,writeFileChunks,writeFileChunks,Integer as a for lower bound,false,0,399,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/schema/filewriter.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/schema/filewriter.go#L399,
perkeep/perkeep,WaitForBlob,WaitForBlob,Slice as a spawning for upper bound,true,Name : blobs,94,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/blobhub.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/blobhub.go#L94,
perkeep/perkeep,WaitForBlob,WaitForBlob,A receive on a channel that could not be parsed by Gomela at position /var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/blobhub.go:109:9 was found.,false,,0,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/blobhub.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/blobhub.go#L0,
perkeep/perkeep,EnumerateAllFrom,EnumerateAllFrom,Chan in for,false,,39,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/enumerate.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/enumerate.go#L39,
perkeep/perkeep,EnumerateAllFrom,EnumerateAllFrom,Go in for,false,,41,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/enumerate.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/enumerate.go#L41,
perkeep/perkeep,EnumerateAllFrom,EnumerateAllFrom,Channel created in a for loop at pos :/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/enumerate.go:39:3,false,,0,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/enumerate.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example950889170/pkg/blobserver/enumerate.go#L0,
