Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
app_Pump.pml,15,0,false,false,,
app_RemoveUserFromTeam.pml,986,0,false,false,,
app_RevokeAccessToken.pml,43,0,false,false,,
app_SyncPlugins.pml,107,0,false,true,,
app_SyncPluginsActiveState.pml,115,0,false,true,,
app_UpdateUserRoles.pml,854,0,false,false,,
app_createDirectChannel.pml,1321,0,false,false,,
app_postprocessImage.pml,60,0,false,false,,
app_prepareInviteGuestsToChannels.pml,226820,0,false,false,,
app_prepareInviteNewUsersToTeam.pml,927,0,false,false,,
app_processPrepackagedPlugins.pml,52,0,false,true,,
app_runPluginsHook.pml,98,0,false,false,,
app_searchPostsInTeam.pml,42216,0,false,false,,
commands_RunCommandWithOutput.pml,11,0,false,false,,
commands_jobserverCmdF.pml,7,0,false,true,,
commands_serverCmdF.pml,11,0,false,true,,
commands_serverForWebClientTestsCmdF.pml,8,0,false,true,,
expirynotify_MakeWorker.pml,7,0,false,false,,
jobs_InitSchedulers.pml,6,0,false,false,,
mailservice_NewSMTPClientAdvanced.pml,14,0,false,true,,
mfa_Deactivate.pml,46,0,false,false,,
migrations_MakeWorker.pml,7,0,false,false,,
mlog_NewTcpTarget.pml,4,0,false,false,,
model_ConnectWithDialer.pml,24,0,false,false,,
model_NewWebSocketClientWithDialer.pml,16,0,false,false,,
plugin_FileWillBeUploaded.pml,14,0,false,true,,
plugin_Shutdown.pml,6,0,false,false,,
plugin_newSupervisor.pml,30,0,false,false,,
product_notices_MakeWorker.pml,7,0,false,false,,
scheduler_MakeWorker.pml,7,0,false,false,,
searchlayer_autocompleteUsersInChannelByEngine.pml,912,0,false,false,,
slashcommands_DoCommand.pml,19,0,false,true,,
sqlstore_AutocompleteUsersInChannel.pml,908,0,false,false,,
sqlstore_CheckIntegrity.pml,5,0,false,true,,
sqlstore_GetPosts.pml,2606,0,false,false,,
sqlstore_SearchPostsInTeamForUser.pml,42221,0,false,false,,
storetest_testReactionDeadlock.pml,25,0,false,false,,
telemetry_trackActivity.pml,665,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
certs_NewManager.pml,10,0,false,false,,
cmd_BackgroundHealStatus.pml,16,0,false,false,,
cmd_DeleteBucket.pml,43,0,false,false,,
cmd_DeleteObjects.pml,555,0,false,false,,
cmd_DeletePolicy.pml,16,0,false,false,,
cmd_DeleteServiceAccount.pml,16,0,false,false,,
cmd_DeleteUser.pml,16,0,false,false,,
cmd_DriveOBDInfoChan.pml,39,0,true,true,,
cmd_GetBandwidth.pml,13,0,false,false,,
cmd_GetLocalDiskIDs.pml,473,0,false,false,,
cmd_HealHandler.pml,16,0,false,true,,
cmd_HealObjects.pml,30,0,false,false,,
cmd_LoadGroup.pml,16,0,false,false,,
cmd_LoadPolicy.pml,16,0,false,false,,
cmd_LoadPolicyMapping.pml,16,0,false,false,,
cmd_LoadServiceAccount.pml,16,0,false,false,,
cmd_LoadUser.pml,16,0,false,false,,
cmd_MakeBucketWithLocation.pml,43,0,false,false,,
cmd_NetOBDParallelInfo.pml,40,0,false,true,,
cmd_Read.pml,86,0,false,true,,
cmd_ReloadFormat.pml,16,0,false,false,,
cmd_ServerInfo.pml,473,0,false,false,,
cmd_ServerInfoHandler.pml,66,0,false,false,,
cmd_ServerUpdate.pml,16,0,false,false,,
cmd_SignalService.pml,16,0,false,false,,
cmd_StartProfiling.pml,16,0,false,false,,
cmd_StorageInfo.pml,40,0,false,false,,
cmd_Write.pml,486,0,false,false,,
cmd_deleteObject.pml,22,0,false,false,,
cmd_deleteObjectVersion.pml,16,0,false,false,,
cmd_deserialize.pml,10,0,false,false,,
cmd_doNetOBDTest.pml,74,0,false,true,,
cmd_getBucketInfo.pml,43,0,false,false,,
cmd_getDisksInfo.pml,64,0,false,false,,
cmd_getHealDiskInfos.pml,16,0,false,false,,
cmd_getLocalDrivesOBD.pml,33,0,false,true,,
cmd_getServerSetsAvailableSpace.pml,31,0,false,false,,
cmd_healBucket.pml,52,0,false,false,,
cmd_healObjectDir.pml,535,0,false,false,,
cmd_init.pml,4,0,false,false,,
cmd_initGlobalContext.pml,3,0,false,false,,
cmd_initStorageDisksWithErrors.pml,16,0,false,false,,
cmd_isObject.pml,16,0,false,false,,
cmd_listAllBuckets.pml,16,0,false,false,,
cmd_loadFormatErasureAll.pml,16,0,false,false,,
cmd_newDataUpdateTracker.pml,7,0,false,false,,
cmd_newDiskCache.pml,8,0,false,false,,
cmd_newS2CompressReader.pml,9,0,false,false,,
cmd_readAllFileInfo.pml,16,0,false,false,,
cmd_removeObjectPart.pml,16,0,false,false,,
cmd_rename.pml,16,0,false,false,,
cmd_renameData.pml,35,0,false,false,,
cmd_renameFileInfo.pml,16,0,false,false,,
cmd_saveFormatErasureAll.pml,16,0,false,false,,
cmd_saveFormatErasureAllWithErrs.pml,16,0,false,false,,
cmd_statAllDirs.pml,16,0,false,false,,
cmd_undoDeleteBucket.pml,16,0,false,false,,
cmd_undoDeleteBucketServerSets.pml,16,0,false,false,,
cmd_undoDeleteBucketSets.pml,16,0,false,false,,
cmd_undoRename.pml,16,0,false,false,,
cmd_updateBloomFilter.pml,16,0,false,false,,
cmd_writeUniqueFileInfo.pml,16,0,false,false,,
csv_NewReader.pml,5,0,false,false,,
dsync_releaseAll.pml,473,0,false,false,,
http_New.pml,16,0,false,false,,
json_NewPReader.pml,5,0,false,false,,
ldap_Bind.pml,79,0,false,false,,
ldap_Connect.pml,11,0,false,false,,
madmin_GetLogs.pml,40,0,false,true,,
madmin_ServiceTrace.pml,6,0,false,true,,
s3select_newMessageWriter.pml,6,0,false,false,,
simdj_NewReader.pml,11,0,false,true,,
target_IsActive.pml,19,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
client_QuadWriter.pml,16,0,false,false,,
command_getContext.pml,5,0,false,true,,
gizmo_Next.pml,10,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
accesslog_newBroker.pml,5,0,false,false,,
badger_Acquire.pml,5,0,false,false,,
host_notifyAndFire.pml,3,0,false,true,,
router_cacheFiles.pml,473,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
handlers_copyNotify.pml,11,0,false,false,,
main_main.pml,8,0,false,false,,
main_pipeRequest.pml,20,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
cloudwatch2_New.pml,16,0,false,false,,
cloudwatch_New.pml,16,0,false,false,,
conn_NewManager.pml,4,0,false,false,,
consul_NewInstancer.pml,3,0,false,false,,
dnssrv_NewInstancerDetailed.pml,3,0,false,false,,
etcd_NewInstancer.pml,3,0,false,false,,
etcdv3_NewInstancer.pml,3,0,false,false,,
eureka_Deregister.pml,6,0,false,true,,
eureka_Register.pml,7,0,false,false,,
eureka_Stop.pml,2,0,false,true,,
main_main.pml,4,0,false,false,,
sd_NewEndpointer.pml,15,0,false,true,,
zk_NewInstancer.pml,5,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
localcommand_New.pml,22,0,false,false,,
webtty_Run.pml,17,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
addons_Start.pml,521,0,false,false,,
command_teeSSH.pml,30,0,false,false,,
go9p_Filter.pml,2,0,false,true,,
go9p_NewClnt.pml,8,0,false,false,,
go9p_NewConn.pml,7,0,false,false,,
go9p_NewLogger.pml,10,0,false,false,,
go9p_Rpc.pml,5,0,false,true,,
go9p_newPool.pml,3,0,false,false,,
kubeadm_init.pml,56,0,false,false,,
tunnel_startTunnel.pml,32,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
apiserver_start.pml,7,0,false,false,,
bootstrap_NewServer.pml,16,0,false,false,,
bootstrap_createIstioCA.pml,11,0,false,false,,
bootstrap_initGrpcServer.pml,4,0,false,false,,
bootstrap_initSecureDiscoveryService.pml,10,0,false,false,,
bootstrap_startMonitor.pml,11,0,false,true,,
cache_DeleteK8sSecret.pml,6,0,false,false,,
cache_NewSecretCache.pml,3,0,false,false,,
cache_UpdateK8sSecret.pml,6,0,false,false,,
cache_rotate.pml,10,0,false,false,,
components_Stop.pml,8,0,false,false,,
endpoint_Start.pml,12,0,false,false,,
env_Start.pml,5,0,false,true,,
framework_newScope.pml,4,0,false,false,,
httpserver_start.pml,4,0,false,false,,
inject_startMonitor.pml,9,0,false,true,,
istio_deploy.pml,97,0,false,false,,
istioagent_StreamAggregatedResources.pml,29,0,false,false,,
istioagent_initDownstreamServer.pml,11,0,false,false,,
istioagent_initXDSGenerator.pml,8,0,false,false,,
istioagent_sendUpstreamWithTimeout.pml,29,0,false,false,,
istioagent_startXDSGenerator.pml,9,0,false,false,,
kube_initializeInstances.pml,45,0,false,true,,
mcptest_Close.pml,8,0,false,false,,
mcptest_NewServer.pml,12,0,false,false,,
platform_Labels.pml,22,0,false,false,,
processing_NewRuntime.pml,4,0,false,false,,
processing_newSession.pml,3,0,false,false,,
sds_newSDSService.pml,7,0,false,false,,
secretcontroller_StartSecretController.pml,7,0,false,false,,
server_waitUntilReady.pml,9,0,false,true,,
snapshotter_Distribute.pml,21,0,false,false,,
source_newConnection.pml,15,0,false,false,,
test_SetupTest.pml,7,0,false,false,,
util_EnsureTestServer.pml,4,0,false,false,,
v1alpha3_NewConfigGenTest.pml,27,0,false,false,,
validation_Run.pml,47,0,false,true,,
xds_GetXdsResponse.pml,6,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
revel_CompressFilter.pml,10,0,false,false,,
revel_Init.pml,3,0,false,false,,
revel_Listen.pml,18,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
accounting_newAccountSizeName.pml,3,0,false,false,,
accounting_startSignalHandler.pml,6,0,false,true,,
b2_purge.pml,31181,0,false,false,,
box_uploadMultipart.pml,103,0,false,true,,
cache_NewObjectHandle.pml,7,0,false,false,,
cache_Open.pml,35,0,false,false,,
cache_cacheReader.pml,31,0,false,true,,
cache_newBackgroundWriter.pml,4,0,false,false,,
cmd_SigInfoHandler.pml,8,0,false,true,,
dlna_startSSDP.pml,52,0,false,true,,
downloaders_Download.pml,5,0,false,true,,
downloaders__ensureDownloader.pml,31,0,false,false,,
downloaders__newDownloader.pml,16,0,false,true,,
httplib_Serve.pml,10,0,false,false,,
march_processJob.pml,187,0,false,false,,
mount2_mount.pml,28,0,false,false,,
onedrive_CleanUp.pml,6,0,false,false,,
operations_CheckFn.pml,14,0,false,false,,
operations_Delete.pml,21,0,false,false,,
operations_DirMove.pml,624,0,false,false,,
operations_checkHashes.pml,7,0,false,false,,
operations_multiThreadCopy.pml,30,0,false,false,,
pacer_New.pml,20,0,false,false,,
pacer_NewTokenDispenser.pml,36,0,false,false,,
policy_epall.pml,486,0,false,false,,
policy_newest.pml,486,0,false,false,,
policy_newestEntries.pml,486,0,false,false,,
qingstor_upload.pml,10,0,false,false,,
scan_Scan.pml,14,0,false,true,,
sftp_newServer.pml,3,0,false,false,,
sharefile_Upload.pml,16,0,false,true,,
sharefile_fillBufferTokens.pml,36,0,false,false,,
swift_Purge.pml,43,0,false,false,,
union_SetModTime.pml,10,0,false,false,,
union_multithread.pml,473,0,false,false,,
vfs_newWriteFileHandle.pml,4,0,false,false,,
vfscache_Close.pml,18,0,false,false,,
vfscache_New.pml,11,0,false,false,,
vfscache_Reset.pml,26,0,false,false,,
vfscache_open.pml,12,0,false,false,,
vfscache_rename.pml,7,0,false,false,,
vfstest_newRun.pml,4,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
dep_ValidateProjectRoots.pml,71,0,false,true,,
gps_NewSourceManager.pml,5,0,false,false,,
gps_UseDefaultSignalHandling.pml,9,0,false,true,,
gps_WriteDepTree.pml,21,0,false,false,,
gps_getSourceGatewayFor.pml,13,0,false,true,,
gps_newMultiCache.pml,5,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
libwebsocketd_NewWebSocketEndpoint.pml,3,0,false,false,,
libwebsocketd_NewWebsocketdServer.pml,8,0,false,false,,
main_main.pml,51,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
alicloud_NewAliCloudAuthMethod.pml,38,0,false,false,,
auth_NewAuthHandler.pml,6,0,false,false,,
cachememdb_NewContextInfo.pml,7,0,false,false,,
cluster_Listeners.pml,8,0,false,false,,
command_MakeShutdownCh.pml,6,0,false,true,,
command_MakeSigUSR2Ch.pml,7,0,false,true,,
command_MakeSighupCh.pml,7,0,false,true,,
jwt_NewJWTAuthMethod.pml,17,0,false,false,,
main_makeShutdownCh.pml,6,0,false,true,,
metricsutil_newGaugeCollectionProcessWithClock.pml,6,0,false,false,,
monitor_newMonitor.pml,9,0,false,false,,
raft_NewRaftLayer.pml,9,0,false,false,,
raft_TeardownCluster.pml,4,0,false,false,,
raft_writeBoltDBFile.pml,15,0,false,false,,
template_NewServer.pml,3,0,false,false,,
testing_Server.pml,4,0,false,false,,
vault_Cleanup.pml,40,0,false,true,,
vault_NewCore.pml,61,0,false,false,,
vault_NewExpirationManager.pml,3,0,false,false,,
vault_NewRollbackManager.pml,6,0,false,false,,
vault_Rollback.pml,8,0,false,false,,
vault_startOrLookupRollback.pml,16,0,false,false,,
vault_startRollback.pml,4,0,false,false,,
vault_stopRollback.pml,8,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
buffer_init.pml,4,0,false,false,,
buffer_overwriteFile.pml,10,0,false,true,,
config_fetchAllSources.pml,104,0,false,true,,
config_init.pml,3,0,false,false,,
screen_Init.pml,7,0,false,false,,
screen_InitSimScreen.pml,6,0,false,false,,
shell_RunInteractiveShell.pml,13,0,false,true,,
shell_init.pml,3,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
commander_Close.pml,8,0,false,false,,
commander_Start.pml,21,0,false,false,,
dns_Process.pml,9,0,false,false,,
pubsub_Subscribe.pml,4,0,false,false,,
semaphore_New.pml,36,0,false,false,,
signal_CancelAfterInactivity.pml,4,0,false,false,,
stats_Subscribe.pml,8,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
cmd_runFCGI.pml,4,0,false,false,,
eventsource_Register.pml,4,0,false,false,,
git_GetCommitFileStatus.pml,9,0,false,true,,
graceful_HTTPListenAndServe.pml,4,0,false,false,,
graceful_HTTPListenAndServeTLS.pml,4,0,false,false,,
graceful_HTTPListenAndServeTLSConfig.pml,4,0,false,false,,
graceful_NewServer.pml,4,0,false,false,,
graceful_handleSignals.pml,4,0,false,true,,
graceful_newGracefulManager.pml,10,0,false,true,,
graceful_newHTTPServer.pml,4,0,false,false,,
ldap_SearchEntries.pml,22,0,false,false,,
ldap_dial.pml,11,0,false,false,,
log_NewChannelledLog.pml,15,0,false,false,,
log_NewMultiChannelledLog.pml,8,0,false,false,,
pull_LFSPush.pml,77,0,false,true,,
queue_FlushWithContext.pml,29,0,false,false,,
queue_NewLevelQueueByteFIFO.pml,6,0,false,false,,
queue_NewLevelUniqueQueueByteFIFO.pml,6,0,false,false,,
queue_NewPersistableChannelUniqueQueue.pml,10,0,false,false,,
queue_NewWorkerPool.pml,4,0,false,false,,
queue_NewWrappedQueue.pml,10,0,false,false,,
ssh_Listen.pml,7,0,false,false,,
ssh_sessionHandler.pml,13,0,false,true,,
templates_List.pml,6,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
activedirectory_RefetchGroupPrincipals.pml,15,0,false,false,,
activedirectory_SearchPrincipals.pml,24,0,false,false,,
activedirectory_getPrincipal.pml,35,0,false,false,,
activedirectory_loginUser.pml,19,0,false,false,,
channelserver_run.pml,12,0,false,false,,
cmd_runRPCDriver.pml,5,0,false,true,,
dashboard_Create.pml,5,0,false,false,,
ldap_RefetchGroupPrincipals.pml,17,0,false,false,,
ldap_SearchPrincipals.pml,25,0,false,false,,
ldap_getPrincipal.pml,35,0,false,false,,
ldap_loginUser.pml,20,0,false,false,,
ldap_samlSearchGetPrincipal.pml,13,0,false,false,,
logging_remoteExcuteCommand.pml,6,0,false,false,,
monitor_newQuery.pml,4,0,false,false,,
system_NewManager.pml,4,0,false,false,,
types_ServeOrDie.pml,4,0,false,false,,
workload_List.pml,63,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
capture_ListenBackground.pml,19,0,false,false,,
capture_NewListener.pml,10,0,false,false,,
tcp_NewMessage.pml,3,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
primitive_runWorkers.pml,84570,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
cmds_dapCmd.pml,13,0,false,true,,
gdbserial_RecordAsync.pml,9,0,false,true,,
gdbserial_Replay.pml,12,0,false,true,,
gdbserial_newProcess.pml,10,0,false,false,,
native_newProcess.pml,4,0,false,false,,
proc_EvalExpressionWithCalls.pml,12,0,false,true,,
terminal_Run.pml,11,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
bolt_Batch.pml,3,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
main_sigHandler.pml,4,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
vegeta_NewAttacker.pml,15,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
caire_ComputeSeams.pml,64,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
aci_NewServer.pml,8,0,false,false,,
tar_ExtractTar.pml,16,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
ansible_Prepare.pml,5,0,false,false,,
ansible_executeAnsible.pml,14,0,false,true,,
ansible_invokeGalaxyCommand.pml,12,0,false,true,,
ansible_setupAdapter.pml,9,0,false,false,,
breakpoint_Provision.pml,9,0,false,false,,
bsusurrogate_Run.pml,474,0,false,false,,
command_RunContext.pml,1493,0,false,false,,
command_handleTermInterrupt.pml,5,0,false,true,,
common_Run.pml,116,0,false,false,,
compress_makeBGZFWriter.pml,8,0,false,false,,
digitalocean_WaitForImageState.pml,45,0,false,false,,
digitalocean_waitForActionState.pml,45,0,false,false,,
digitalocean_waitForDropletState.pml,45,0,false,false,,
digitalocean_waitForDropletUnlocked.pml,45,0,false,false,,
digitaloceanimport_waitUntilImageAvailable.pml,52,0,false,false,,
docker_run.pml,11,0,false,true,,
ebssurrogate_Run.pml,474,0,false,false,,
googlecompute_CreateOrResetWindowsPassword.pml,10,0,false,false,,
googlecompute_DeleteDisk.pml,10,0,false,false,,
googlecompute_DeleteImage.pml,10,0,false,false,,
googlecompute_DeleteInstance.pml,10,0,false,false,,
googlecompute_RunInstance.pml,10,0,false,false,,
googlecompute_WaitForInstance.pml,10,0,false,false,,
inspec_Prepare.pml,5,0,false,false,,
inspec_Provision.pml,58,0,false,false,,
inspec_executeInspec.pml,12,0,false,true,,
iochan_LineReader.pml,6,0,false,true,,
localexec_RunAndStream.pml,21,0,false,true,,
multistep_Run.pml,77,0,false,false,,
ncloud_terminateServerInstance.pml,42,0,false,false,,
ncloud_waitPublicIPInstanceStatus.pml,44,0,false,false,,
ncloud_waiterAssociatePublicIPToServerInstance.pml,38,0,false,false,,
ncloud_waiterBlockStorageInstanceStatus.pml,44,0,false,false,,
ncloud_waiterDetachedBlockStorageInstance.pml,38,0,false,false,,
ncloud_waiterMemberServerImageStatus.pml,38,0,false,false,,
ncloud_waiterServerInstanceStatus.pml,38,0,false,false,,
packer_Ask.pml,18,0,false,true,,
packer_Provision.pml,10,0,false,false,,
plugin_CleanupClients.pml,473,0,false,false,,
plugin_Server.pml,12,0,false,true,,
restart_Provision.pml,5,0,false,false,,
rpc_Download.pml,11,0,false,false,,
rpc_getStream.pml,9,0,false,false,,
winrm_runCommand.pml,9,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
etcdclient_WatchInOrder.pml,6,0,false,false,,
etcdclient_runRefreshEphemeral.pml,8,0,false,false,,
main_NewBenchCtrl.pml,18,0,false,false,,
main_benchLpush.pml,4,0,false,false,,
main_benchMget.pml,4,0,false,false,,
main_benchSet.pml,4,0,false,false,,
proxy_GetSlot.pml,8,0,false,false,,
proxy_KeepAlive.pml,9,0,false,false,,
proxy_New.pml,9,0,false,false,,
proxy_NewBackendConn.pml,4,0,false,false,,
proxy_dispatch.pml,4,0,false,false,,
proxy_dispatchSlot.pml,8,0,false,false,,
proxy_newBackendReader.pml,14,0,false,true,,
proxy_slotsmgrt.pml,6,0,false,false,,
proxy_slotsmgrtExecWrapper.pml,9,0,false,false,,
redis_Masters.pml,864,0,false,true,,
redis_RemoveGroups.pml,84570,0,false,false,,
redis_RemoveGroupsAll.pml,84570,0,false,false,,
redis_Subscribe.pml,797,0,false,true,,
redis_dispatch.pml,25,0,false,false,,
topom_New.pml,9,0,false,false,,
topom_newProxyStats.pml,19,0,false,false,,
topom_newRedisStats.pml,19,0,false,false,,
utils_LookupIPTimeout.pml,21,0,false,false,,
utils_ResolveTCPAddrTimeout.pml,21,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
termui_PollEvents.pml,5,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
collector_Start.pml,3,0,false,false,,
connector_NewDocker.pml,10,0,false,false,,
connector_Wait.pml,11,0,false,false,,
connector_watchEvents.pml,6,0,false,true,,
logging_tail.pml,5,0,false,true,,
widgets_Stream.pml,3,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
repo_ConcurrentUpdate.pml,0,0,false,true,,
repo_Export.pml,0,0,false,true,,
repo_SetReference.pml,0,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
cmdrunner_NewWidget.pml,3,0,false,true,,
cryptolive_Refresh.pml,25,0,false,false,,
support_loadGitHubData.pml,9,0,false,false,,
view_NewBase.pml,3,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
downloader_parallelRepoUpdate.pml,653,0,false,false,,
main_updateCharts.pml,473,0,false,false,,
repotest_Start.pml,4,0,false,false,,
repotest_StartTLS.pml,4,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
cache_New.pml,4,0,false,false,,
cluster_run.pml,31,0,false,true,,
connutil_CloseNotifyConn.pml,6,0,false,false,,
containerinit_StreamState.pml,4,0,false,false,,
containerinit_debugStackPrinter.pml,6,0,false,true,,
data_Subscribe.pml,10,0,false,false,,
deployment_HandleDeployment.pml,15,0,false,true,,
discoverd_NewRegistry.pml,4,0,false,false,,
domain_migration_HandleDomainMigration.pml,10,0,false,false,,
domain_migration_createMissingRoutes.pml,21,0,false,true,,
hostgw_New.pml,5,0,false,false,,
httpclient_ResumingStream.pml,7,0,false,true,,
login_loginAuto.pml,14,0,false,false,,
logmux_Follow.pml,18,0,false,true,,
mariadb_NewCmd.pml,4,0,false,false,,
mariadb_NewProcess.pml,8,0,false,false,,
mongodb_NewCmd.pml,4,0,false,false,,
mongodb_NewProcess.pml,8,0,false,false,,
postgres_Listen.pml,8,0,false,false,,
postgres_Wait.pml,6,0,false,true,,
postgresql_NewProcess.pml,8,0,false,false,,
proxy_copyResponse.pml,8,0,false,false,,
proxy_joinConns.pml,10,0,false,false,,
redis_start.pml,14,0,false,false,,
rpcplus_StreamGo.pml,7,0,false,false,,
server_LeaderCh.pml,12,0,false,false,,
server_ListenAndServe.pml,73,0,false,true,,
shutdown_wait.pml,3,0,false,true,,
simulator_New.pml,7,0,false,true,,
simulator_NewClient.pml,3,0,false,false,,
state_NewPeer.pml,7,0,false,false,,
state_moving.pml,12,0,false,false,,
term_handleInterrupt.pml,8,0,false,true,,
testutil_LogOutput.pml,225,0,false,false,,
v1controller_DeleteApp.pml,8,0,false,true,,
v1controller_DeleteRelease.pml,8,0,false,true,,
volumemanager_Subscribe.pml,4,0,false,false,,
vxlan_New.pml,5,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
main_doConnect.pml,14,0,false,true,,
main_main.pml,38,0,false,true,,
main_sigHandler.pml,6,0,false,true,,
main_updateLatency.pml,17,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
fasthttp_acquirePipelineWork.pml,8,0,false,false,,
fasthttp_init.pml,27,0,false,false,,
fasthttputil_Dial.pml,3,0,false,true,,
fasthttputil_NewPipeConns.pml,7,0,false,false,,
stackless_getFuncWork.pml,8,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
singleflight_Do.pml,22,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
csv_WriteList.pml,28,0,false,false,,
csv_WriteMap.pml,35,0,false,false,,
datas_newHTTPChunkStoreWithClient.pml,7,0,false,false,,
diff_PrintDiff.pml,32,0,false,false,,
diff_diffOrdered.pml,62,0,false,false,,
functions_All.pml,32,0,false,true,,
main_streamDs.pml,5,0,false,true,,
nbs_NewAWSStore.pml,4,0,false,false,,
nbs_NewAWSStoreFactory.pml,4,0,false,false,,
nbs_Rebase.pml,64,0,false,true,,
nbs_conjoinTables.pml,40,0,false,true,,
nbs_init.pml,57,0,false,true,,
suite_StartRemoteDatabase.pml,2,0,false,true,,
types_Read.pml,11,0,false,false,,
types_newLdbOpCacheStore.pml,4,0,false,false,,
types_readBlobsP.pml,4,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
web_Download.pml,6,0,false,true,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
websocket_newConn.pml,8,0,false,false,,
Model, #states, Time (ms), Channel Safety Error, Global Deadlock, Error,
app_Cli.pml,6,0,false,false,,
