Model, Opt, #states, Time (ms), Channel Safety Error, Global Deadlock, Error, Comm param info,
os:app_ProjectUp.pml,0,0,0,false,true,,,
os:compose_newCoreServiceProject.pml,0,15,0,false,true,,,
os:docker_Start.pml,0,10,0,false,true,,,
os:one_PidOne.pml,0,0,0,false,true,,,
os:respawn_run.pml,0,8,0,false,false,,run_lines = 0,,
os:respawn_run.pml,0,8,0,false,true,,run_lines = 1,,
os:respawn_run.pml,0,8,0,false,true,,run_lines = 3,,
os:respawn_setupSigterm.pml,0,0,0,false,true,,,
os:util_Start.pml,0,8,0,false,false,,,
go-metrics:metrics_LogScaled.pml,0,12,0,false,true,,,
email:email_NewPool.pml,0,15,0,false,false,,NewPool_count = 3,,
email:email_NewPool.pml,0,15,0,false,false,,NewPool_count = 1,,
email:email_NewPool.pml,0,14,0,false,false,,NewPool_count = 0,,
lantern:agent_forwardUnixSocket.pml,0,29,0,false,false,,,
lantern:borda_NewCollector.pml,0,7,0,false,false,,NewCollector_opts_BatchSize = 3,,
lantern:borda_NewCollector.pml,0,7,0,false,false,,NewCollector_opts_BatchSize = 1,,
lantern:borda_NewCollector.pml,0,6,0,false,false,,NewCollector_opts_BatchSize = 0,,
lantern:chained_ServeHTTP.pml,0,31,0,false,false,,,
lantern:client_intercept.pml,0,13,0,false,false,,,
lantern:config_newConfig.pml,0,5,0,false,false,,,
lantern:config_pipeConfig.pml,0,44,0,false,false,,,
lantern:connpool_Close.pml,0,16,0,false,false,,Close_p_Size = 0,,
lantern:connpool_Close.pml,0,13,0,false,true,,Close_p_Size = 1,,
lantern:connpool_Close.pml,0,17,0,false,true,,Close_p_Size = 3,,
lantern:connpool_New.pml,0,13,0,false,false,,New_p_Size = 0,,
lantern:connpool_New.pml,0,15,0,false,false,,New_p_Size = 1,,
lantern:connpool_New.pml,0,15,0,false,false,,New_p_Size = 3,,
lantern:ctxhttp_canceler.pml,0,5,0,false,false,,,
lantern:dns_ActivateAndServe.pml,0,4,0,false,false,,,
lantern:dns_Do.pml,0,22,0,false,false,,,
lantern:dns_In.pml,0,17,0,false,true,,,
lantern:dns_ListenAndServe.pml,0,4,0,false,false,,,
lantern:dns_ListenAndServeTLS.pml,0,8,0,false,false,,,
lantern:dns_Shutdown.pml,0,18,0,false,true,,,
lantern:eventual_Get.pml,0,16,0,false,false,,,
lantern:forward_serveHTTP.pml,0,13,0,false,true,,,
lantern:fronted_Configure.pml,0,22,0,false,false,,Configure_size = 3,,
lantern:fronted_Configure.pml,0,22,0,false,false,,Configure_size = 1,,
lantern:fronted_Configure.pml,0,20,0,false,false,,Configure_size = 0,,
lantern:gl_NewContext.pml,0,16,0,false,false,,,
lantern:http2_CloseNotify.pml,0,19,0,false,false,,,
lantern:http2_Done.pml,0,9,0,false,false,,,
lantern:http2_NewClientConn.pml,0,12,0,false,false,,,
lantern:http2_ServeConn.pml,0,24,0,false,false,,,
lantern:http2_getStartDialLocked.pml,0,9,0,false,false,,,
lantern:http2_newStream.pml,0,13,0,false,false,,,
lantern:httpconnect_intercept.pml,0,10,0,false,true,,,
lantern:main_Main.pml,0,98,0,false,false,,,
lantern:meeklite_newMeekConn.pml,0,19,0,false,false,,,
lantern:netx_BidiCopy.pml,0,106,0,false,false,,,
lantern:pool_NewConnPool.pml,0,8,0,false,false,,NewConnPool_poolSize = 0,,
lantern:pool_NewConnPool.pml,0,16,0,false,false,,NewConnPool_poolSize = 1,,
lantern:pool_NewConnPool.pml,0,30,0,false,false,,NewConnPool_poolSize = 3,,
lantern:profiling_saveProfilingOnSigINT.pml,0,0,0,false,true,,,
lantern:protected_connectSocket.pml,0,15,0,false,false,,,
lantern:proxied_do.pml,0,18,0,false,false,,,
lantern:singleflight_Do.pml,0,22,0,false,false,,,
lantern:socks5_handleConnect.pml,0,219,0,false,false,,,
lantern:ssh_HandleChannelOpen.pml,0,21,0,false,false,,,
lantern:ssh_newChannel.pml,0,12,0,false,false,,,
lantern:ssh_newHandshakeTransport.pml,0,7,0,false,false,,,
lantern:ssh_newMux.pml,0,17,0,false,false,,,
lantern:ssh_start.pml,0,8,0,false,false,,start_s_copyFuncs = 0,,
lantern:ssh_start.pml,0,9,0,false,false,,start_s_copyFuncs = 1,,
lantern:ssh_start.pml,0,9,0,false,false,,start_s_copyFuncs = 3,,
lantern:systray_AddMenuItem.pml,0,5,0,false,false,,,
lantern:testpkg_GoroutineCallback.pml,0,200017,0,false,false,,,
lantern:testutil_Start.pml,0,18,0,false,false,,,
lantern:ui_Register.pml,0,15,0,false,false,,,
lantern:ui_newUIChannel.pml,0,10,0,false,false,,,
lantern:update_FromUrl.pml,0,6,0,false,false,,,
lantern:withtimeout_Do.pml,0,8,0,false,false,,,
ngrok:client_NewController.pml,0,8,0,false,false,,,
ngrok:client_doShutdown.pml,0,5,0,false,true,,doShutdown_ctl_views = 3,,
ngrok:client_doShutdown.pml,0,5,0,false,true,,doShutdown_ctl_views = 1,,
ngrok:client_doShutdown.pml,0,5,0,false,true,,doShutdown_ctl_views = 0,,
ngrok:conn_Join.pml,0,5,0,false,true,,,
ngrok:conn_Listen.pml,0,12,0,false,false,,,
ngrok:proto_DumpRequestOut.pml,0,15,0,false,false,,,
ngrok:server_NewControl.pml,0,17,0,false,true,,,
ngrok:term_NewTermView.pml,0,8,0,false,false,,,
ngrok:term_newTermHttpView.pml,0,5,0,false,false,,,
ngrok:util_Reg.pml,0,5,0,false,false,,,
faas:handlers_copyNotify.pml,0,15,0,false,false,,,
gotty:localcommand_New.pml,0,12,0,false,false,,,
revel:revel_CompressFilter.pml,0,13,0,false,false,,,
revel:revel_Init.pml,0,5,0,false,false,,,
revel:revel_Listen.pml,0,12,0,false,false,,,
dep:dep_ValidateProjectRoots.pml,0,38,0,false,true,,ValidateProjectRoots_m_Constraints = 0,ValidateProjectRoots_m_Ovr = 3,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 3,,
dep:dep_ValidateProjectRoots.pml,0,42,0,false,true,,ValidateProjectRoots_m_Constraints = 1,ValidateProjectRoots_m_Ovr = 3,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 3,,
dep:dep_ValidateProjectRoots.pml,0,30,0,false,true,,ValidateProjectRoots_m_Constraints = 1,ValidateProjectRoots_m_Ovr = 3,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 0,,
dep:dep_ValidateProjectRoots.pml,0,34,0,false,true,,ValidateProjectRoots_m_Constraints = 1,ValidateProjectRoots_m_Ovr = 3,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 1,,
dep:dep_ValidateProjectRoots.pml,0,30,0,false,true,,ValidateProjectRoots_m_Constraints = 1,ValidateProjectRoots_m_Ovr = 0,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 3,,
dep:dep_ValidateProjectRoots.pml,0,18,0,false,true,,ValidateProjectRoots_m_Constraints = 1,ValidateProjectRoots_m_Ovr = 0,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 0,,
dep:dep_ValidateProjectRoots.pml,0,22,0,false,true,,ValidateProjectRoots_m_Constraints = 1,ValidateProjectRoots_m_Ovr = 0,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 1,,
dep:dep_ValidateProjectRoots.pml,0,34,0,false,true,,ValidateProjectRoots_m_Constraints = 1,ValidateProjectRoots_m_Ovr = 1,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 3,,
dep:dep_ValidateProjectRoots.pml,0,50,0,false,true,,ValidateProjectRoots_m_Constraints = 3,ValidateProjectRoots_m_Ovr = 3,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 3,,
dep:dep_ValidateProjectRoots.pml,0,22,0,false,true,,ValidateProjectRoots_m_Constraints = 1,ValidateProjectRoots_m_Ovr = 1,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 0,,
dep:dep_ValidateProjectRoots.pml,0,26,0,false,true,,ValidateProjectRoots_m_Constraints = 1,ValidateProjectRoots_m_Ovr = 1,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 1,,
dep:dep_ValidateProjectRoots.pml,0,30,0,false,true,,ValidateProjectRoots_m_Constraints = 0,ValidateProjectRoots_m_Ovr = 1,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 3,,
dep:dep_ValidateProjectRoots.pml,0,38,0,false,true,,ValidateProjectRoots_m_Constraints = 3,ValidateProjectRoots_m_Ovr = 3,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 0,,
dep:dep_ValidateProjectRoots.pml,0,38,0,false,true,,ValidateProjectRoots_m_Constraints = 3,ValidateProjectRoots_m_Ovr = 0,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 3,,
dep:dep_ValidateProjectRoots.pml,0,42,0,false,true,,ValidateProjectRoots_m_Constraints = 3,ValidateProjectRoots_m_Ovr = 3,ValidateProjectRoots_m_PruneOptions_PerProjectOptions = 1,,
