Project, Model, Fun, Type, Mandatory, Info, Line Num, Filename, Link
rancher/os,respawn++setupSigterm53,setupSigterm,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/rancher--os/cmd/respawn/respawn.go:55:2,false,,0,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L53,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,respawn++run63,run,Candidate Param,true,lines,0,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L63,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,respawn++run63,run,Comm Param,true,lines,84,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L63,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,respawn++run63,run,Func as a chan bound,true,len(lines),84,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L63,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,respawn++run63,run,len() as a chan bound,true,len(lines),84,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L63,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,respawn++run63,run,new channel,false,Name :doneChannel,84,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L63,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,respawn++run63,run,Comm Param,true,lines,86,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L63,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,respawn++run63,run,Slice as a spawning range bound,true,lines,86,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L63,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,respawn++run63,run,Comm Param,false,lines,93,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L63,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,respawn++run63,run,Func as a for upper bound,false,len(lines),93,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L63,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,respawn++run63,run,len() as a for upper bound,false,len(lines),93,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L63,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,respawn++run63,run,Comm Param,false,0,93,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L63,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,respawn++run63,run,Integer as a for lower bound,false,0,93,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/cmd/respawn/respawn.go#L63,628e6ab052fca923b73d02ccf173887a2b3bf964
rancher/os,docker++Start10,Start,MODEL ERROR = Returning a channel at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/rancher--os/pkg/init/docker/docker.go:29:9,false,,0,https://github.com/rancher/os/blob/628e6ab052fca923b73d02ccf173887a2b3bf964/pkg/init/docker/docker.go#L10,628e6ab052fca923b73d02ccf173887a2b3bf964
prasmussen/gdrive,drive++prepareSyncFiles44,prepareSyncFiles,new channel,false,Name :localCh,45,https://github.com/prasmussen/gdrive/blob/31d0829c180795d17e00b7a354fffe4d72be712b/drive/sync.go#L44,31d0829c180795d17e00b7a354fffe4d72be712b
prasmussen/gdrive,drive++prepareSyncFiles44,prepareSyncFiles,new channel,false,Name :remoteCh,49,https://github.com/prasmussen/gdrive/blob/31d0829c180795d17e00b7a354fffe4d72be712b/drive/sync.go#L44,31d0829c180795d17e00b7a354fffe4d72be712b
perkeep/perkeep,android++androidLookupHost164,androidLookupHost,Comm Param,true,1,177,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/client/android/androidx.go#L164,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,android++androidLookupHost164,androidLookupHost,Integer as a chan bound,true,1,177,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/client/android/androidx.go#L164,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,android++androidLookupHost164,androidLookupHost,new channel,false,Name :c,177,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/client/android/androidx.go#L164,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,fs++Unmount28,Unmount,Comm Param,true,1,39,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/fs/util.go#L28,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,fs++Unmount28,Unmount,Integer as a chan bound,true,1,39,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/fs/util.go#L28,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,fs++Unmount28,Unmount,new channel,false,Name :errc,39,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/fs/util.go#L28,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Candidate Param,true,reindexMaxProcs_v,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Comm Param,true,32,486,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Integer as a chan bound,true,32,486,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,new channel,false,Name :blobc,486,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Comm Param,true,1,489,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Integer as a chan bound,true,1,489,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,new channel,false,Name :enumErr,489,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,new WaitGroup,false,Name :wg,511,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Comm Param,true,1,513,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Integer as a add bound,true,1,513,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Add in for,true,,513,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Anonymous2,Done in for,false,,515,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Anonymous2,Range over Chan,,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Comm Param,true,1,513,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Integer as a add bound,true,1,513,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Add in for,true,,513,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Anonymous3,Done in for,false,,515,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Anonymous3,Range over Chan,,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Comm Param,true,reindexMaxProcs_v,512,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Struct as a spawning for upper bound,true,UNSUPPORTED,512,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Comm Param,true,0,512,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,index++Reindex452,Reindex,Integer as a spawning for lower bound,true,0,512,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/index/index.go#L452,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,remote++newFromConfig66,newFromConfig,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/blobserver/remote/remote.go:93:9,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/remote/remote.go#L66,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,replica++ReceiveBlob193,ReceiveBlob,MODEL ERROR = Function declared as a variable at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/blobserver/replica/replica.go:203:21,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/replica/replica.go#L193,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,replica++RemoveBlobs241,RemoveBlobs,MODEL ERROR = Function declared as a variable at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/blobserver/replica/replica.go:243:16,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/replica/replica.go#L241,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,storagetest++CheckEnumerate276,CheckEnumerate,Actual Param,false,opts,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/storagetest/storagetest.go#L276,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,storagetest++CheckEnumerate276,CheckEnumerate,Comm Param,false,opts,279,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/storagetest/storagetest.go#L276,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,storagetest++CheckEnumerate276,CheckEnumerate,Slice as a range bound,false,opts,279,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/storagetest/storagetest.go#L276,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,storagetest++CheckEnumerate276,CheckEnumerate,Comm Param,true,10,293,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/storagetest/storagetest.go#L276,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,storagetest++CheckEnumerate276,CheckEnumerate,Integer as a chan bound,true,10,293,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/storagetest/storagetest.go#L276,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,storagetest++CheckEnumerate276,CheckEnumerate,new channel,false,Name :sbc,293,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/storagetest/storagetest.go#L276,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,storagetest++CheckEnumerate276,CheckEnumerate,Comm Param,true,1,297,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/storagetest/storagetest.go#L276,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,storagetest++CheckEnumerate276,CheckEnumerate,Integer as a chan bound,true,1,297,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/storagetest/storagetest.go#L276,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,storagetest++CheckEnumerate276,CheckEnumerate,new channel,false,Name :sawEnd,297,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/storagetest/storagetest.go#L276,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,chanworker++NewWorker44,NewWorker,MODEL ERROR = Returning a channel at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/internal/chanworker/chanworker.go:63:10,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/internal/chanworker/chanworker.go#L44,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,main++iter223,iter,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/website/pk-web/dirtrees.go:226:3,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/website/pk-web/dirtrees.go#L223,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,main++emailOnTimeout207,emailOnTimeout,Comm Param,true,1,208,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/website/pk-web/email.go#L207,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,main++emailOnTimeout207,emailOnTimeout,Integer as a chan bound,true,1,208,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/website/pk-web/email.go#L207,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,main++emailOnTimeout207,emailOnTimeout,new channel,false,Name :c,208,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/website/pk-web/email.go#L207,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,main++main844,main,new channel,false,Name :emailErr,964,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/website/pk-web/pkweb.go#L844,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,main++main844,main,new channel,false,Name :httpsErr,978,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/website/pk-web/pkweb.go#L844,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,blobserver++WaitForBlob87,WaitForBlob,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/blobserver/blobhub.go:91:3,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/blobhub.go#L87,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,blobserver++EnumerateAllFrom34,EnumerateAllFrom,MODEL ERROR = Channel created in a for loop at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/blobserver/enumerate.go:39:3,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/enumerate.go#L34,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,search++getDirMembers881,getDirMembers,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/search/describe.go:886:12,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/search/describe.go#L881,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,search++subscribeToNewBlobs115,subscribeToNewBlobs,MODEL ERROR = A send on a channel was found that could not be parsed at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/search/handler.go:124:5,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/search/handler.go#L115,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,search++GetRecentPermanodes514,GetRecentPermanodes,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/search/handler.go:527:12,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/search/handler.go#L514,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,search++GetPermanodesWithAttr574,GetPermanodesWithAttr,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/search/handler.go:587:12,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/search/handler.go#L574,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,search++EdgesTo770,EdgesTo,MODEL ERROR = Function declared as a variable at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/search/handler.go:789:12,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/search/handler.go#L770,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,search++dirChildren939,dirChildren,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/search/query.go:947:12,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/search/query.go#L939,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,encrypt++readAllMetaBlobs242,readAllMetaBlobs,Comm Param,true,16,248,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/encrypt/meta.go#L242,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,encrypt++readAllMetaBlobs242,readAllMetaBlobs,Integer as a chan bound,true,16,248,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/encrypt/meta.go#L242,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,encrypt++readAllMetaBlobs242,readAllMetaBlobs,new channel,false,Name :metac,248,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/encrypt/meta.go#L242,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,encrypt++readAllMetaBlobs242,readAllMetaBlobs,Comm Param,true,5,251,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/encrypt/meta.go#L242,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,encrypt++readAllMetaBlobs242,readAllMetaBlobs,Integer as a chan bound,true,5,251,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/encrypt/meta.go#L242,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,encrypt++readAllMetaBlobs242,readAllMetaBlobs,new channel,false,Name :gate,251,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/encrypt/meta.go#L242,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,encrypt++readAllMetaBlobs242,readAllMetaBlobs,new channel,false,Name :stopEnumerate,253,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/encrypt/meta.go#L242,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,encrypt++readAllMetaBlobs242,readAllMetaBlobs,Comm Param,true,1,254,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/encrypt/meta.go#L242,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,encrypt++readAllMetaBlobs242,readAllMetaBlobs,Integer as a chan bound,true,1,254,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/encrypt/meta.go#L242,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,encrypt++readAllMetaBlobs242,readAllMetaBlobs,new channel,false,Name :enumErrc,254,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/encrypt/meta.go#L242,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,encrypt++readAllMetaBlobs242,Anonymous1,new WaitGroup,false,Name :wg,256,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/encrypt/meta.go#L242,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,encrypt++readAllMetaBlobs242,readAllMetaBlobs,Range over Chan,,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/blobserver/encrypt/meta.go#L242,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++newSyncFromConfig135,newSyncFromConfig,Comm Param,true,1,185,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L135,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++newSyncFromConfig135,newSyncFromConfig,Integer as a chan bound,true,1,185,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L135,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++newSyncFromConfig135,newSyncFromConfig,new channel,false,Name :didFullSync,185,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L135,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++readQueueToMemory347,readQueueToMemory,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/server/sync.go:353:11,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L347,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++runSync563,runSync,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/perkeep--perkeep/pkg/server/sync.go:568:23,false,,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L563,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++runFullValidation751,runFullValidation,Candidate Param,true,shards,0,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L751,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++runFullValidation751,runFullValidation,new WaitGroup,false,Name :wg,752,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L751,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++runFullValidation751,runFullValidation,Comm Param,true,shards,756,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L751,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++runFullValidation751,runFullValidation,Func as a add bound,true,len(shards),756,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L751,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++runFullValidation751,runFullValidation,len() as a add bound,true,len(shards),756,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L751,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++runFullValidation751,Anonymous1,Done in for,false,,768,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L751,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++runFullValidation751,Anonymous2,Done in for,false,,768,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L751,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++runFullValidation751,runFullValidation,Comm Param,true,shards,764,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L751,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++runFullValidation751,runFullValidation,Slice as a spawning range bound,true,shards,764,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L751,40f12e532cba9a2b236a413d486c7ab0a6768672
perkeep/perkeep,server++validateShardPrefix777,validateShardPrefix,Comm Param,true,8,805,https://github.com/perkeep/perkeep/blob/40f12e532cba9a2b236a413d486c7ab0a6768672/pkg/server/sync.go#L777,40f12e532cba9a2b236a413d486c7ab0a6768672
