Project, Model, Fun, Type, Mandatory, Info, Line Num, Filename, Link,
rcrowley/go-metrics,LogScaled,LogScaled,Func as a spawning for upper bound,true,Name : &{time Tick}(freq),27,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example872939519/log.go,https://github.com/rcrowley/go-metrics/blob/10cdbea86bc0b922507ce91d43f4f78a5bea2e8f//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example872939519/log.go#L27,
jordan-wright/email,NewPool,NewPool,Var as a chan bound,true,count,52,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example233963981/pool.go,https://github.com/jordan-wright/email/blob/e1c00e1569805c0f6812a42b0f9236b3a39a85d6//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example233963981/pool.go#L52,
perkeep/perkeep,CheckEnumerate,CheckEnumerate,Slice as a spawning for upper bound,true,Name : opts,279,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L279,
perkeep/perkeep,CheckEnumerate,CheckEnumerate,Slice as a spawning for upper bound,true,Name : got,338,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L338,
perkeep/perkeep,TestStreamer,TestStreamer,Map as a spawning for upper bound,true,Name : map[invalid type]int,488,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L488,
perkeep/perkeep,TestStreamer,TestStreamer,Map as a spawning for upper bound,true,Name : map[invalid type]bool,494,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L494,
perkeep/perkeep,TestStreamer,TestStreamer,Slice as a spawning for upper bound,true,Name : opts,502,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L502,
perkeep/perkeep,TestStreamer,TestStreamer,Func as a spawning for upper bound,true,Name : len(wantRefs),524,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L524,
perkeep/perkeep,TestStreamer,TestStreamer,len() as a spawning for upper bound,true,Name : len(wantRefs),524,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L524,
perkeep/perkeep,TestStreamer,TestStreamer,Integer as a spawning for lower bound,true,0,524,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L524,
perkeep/perkeep,TestStreamer,TestStreamer,Chan in for,false,,526,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L526,
perkeep/perkeep,TestStreamer,TestStreamer,Chan in for,false,,527,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L527,
perkeep/perkeep,TestStreamer,TestStreamer,Go in for,false,,528,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L528,
perkeep/perkeep,TestStreamer,TestStreamer,Slice as a spawning for upper bound,true,Name : wantRefs,564,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L564,
perkeep/perkeep,TestStreamer,TestStreamer,Slice as a spawning for upper bound,true,Name : gotRefs,567,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L567,
perkeep/perkeep,TestStreamer,TestStreamer,Map as a spawning for upper bound,true,Name : map[invalid type]bool,575,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/storagetest/storagetest.go#L575,
perkeep/perkeep,WaitForBlob,WaitForBlob,Slice as a spawning for upper bound,true,Name : blobs,94,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/blobhub.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/blobhub.go#L94,
perkeep/perkeep,EnumerateAllFrom,EnumerateAllFrom,Chan in for,false,,39,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/enumerate.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/enumerate.go#L39,
perkeep/perkeep,EnumerateAllFrom,EnumerateAllFrom,Go in for,false,,41,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/enumerate.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/enumerate.go#L41,
perkeep/perkeep,enableAPIs,enableAPIs,Func as a chan bound,true,Name : len(requiredServices),358,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go#L358,
perkeep/perkeep,enableAPIs,enableAPIs,len() as a chan bound,true,Name : len(requiredServices),358,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go#L358,
perkeep/perkeep,enableAPIs,enableAPIs,Map as a spawning for upper bound,true,Name : map[string]string,360,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go#L360,
perkeep/perkeep,enableAPIs,enableAPIs,Integer as a add bound,true,1,383,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go#L383,
perkeep/perkeep,enableAPIs,enableAPIs,Go in for,false,,384,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go#L384,
perkeep/perkeep,setBuckets,setBuckets,Map as a spawning for upper bound,true,Name : map[string]bool,728,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go#L728,
perkeep/perkeep,setBuckets,setBuckets,Integer as a add bound,true,1,735,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go#L735,
perkeep/perkeep,setBuckets,setBuckets,Go in for,false,,736,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/deploy/gce/deploy.go#L736,
perkeep/perkeep,checkEnumerate,checkEnumerate,Slice as a spawning for upper bound,true,Name : want,1361,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/index/indextest/tests.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/index/indextest/tests.go#L1361,
perkeep/perkeep,readAllMetaBlobs,readAllMetaBlobs,Go in for,false,,296,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/encrypt/meta.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/encrypt/meta.go#L296,
perkeep/perkeep,Fetch,Fetch,Func as a chan bound,true,Name : len(&{sto subsets}),73,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/union/union.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/union/union.go#L73,
perkeep/perkeep,Fetch,Fetch,len() as a chan bound,true,Name : len(&{sto subsets}),73,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/union/union.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/union/union.go#L73,
perkeep/perkeep,Fetch,Fetch,Integer as a add bound,true,1,77,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/union/union.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/union/union.go#L77,
perkeep/perkeep,Fetch,Fetch,Go in for,false,,78,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/union/union.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/union/union.go#L78,
perkeep/perkeep,StatBlobs,StatBlobs,Integer as a add bound,true,1,126,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/union/union.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/union/union.go#L126,
perkeep/perkeep,StatBlobs,StatBlobs,Go in for,false,,127,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/union/union.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/union/union.go#L127,
perkeep/perkeep,NewWorker,NewWorker,Integer as a add bound,true,1,54,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go#L54,
perkeep/perkeep,NewWorker,NewWorker,Go in for,false,,55,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go#L55,
perkeep/perkeep,NewWorker,NewWorker,Var as a for upper bound,false,nWorkers,73,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go#L73,
perkeep/perkeep,NewWorker,NewWorker,Integer as a for lower bound,false,0,73,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go#L73,
perkeep/perkeep,NewWorker,NewWorker,Go in for,false,,74,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go#L74,
perkeep/perkeep,NewWorker,NewWorker,Var as a for upper bound,false,nWorkers,77,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go#L77,
perkeep/perkeep,NewWorker,NewWorker,Integer as a for lower bound,false,0,77,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/internal/chanworker/chanworker.go#L77,
perkeep/perkeep,NewHost,NewHost,Map as a spawning for upper bound,true,Name : map[string]_/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/importer.Importer,235,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/importer/importer.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/importer/importer.go#L235,
perkeep/perkeep,newFromConfig,newFromConfig,Map as a spawning for upper bound,true,Name : map[string]_/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/importer.Importer,271,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/importer/importer.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/importer/importer.go#L271,
perkeep/perkeep,newFromConfig,newFromConfig,Integer as a add bound,true,1,299,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/importer/importer.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/importer/importer.go#L299,
perkeep/perkeep,Reindex,Reindex,Integer as a spawning for lower bound,true,0,512,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/index/index.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/index/index.go#L512,
perkeep/perkeep,Reindex,Reindex,Integer as a add bound,true,1,513,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/index/index.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/index/index.go#L513,
perkeep/perkeep,Reindex,Reindex,Go in for,false,,514,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/index/index.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/index/index.go#L514,
perkeep/perkeep,writeFileChunks,writeFileChunks,For loop not well formed,false,Init : <nil> Cond : &{0xc432415c20 13940465 && 0xc432415ce0} Post : <nil>,374,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/schema/filewriter.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/schema/filewriter.go#L374,
perkeep/perkeep,writeFileChunks,writeFileChunks,Integer as a for upper bound,false,32,399,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/schema/filewriter.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/schema/filewriter.go#L399,
perkeep/perkeep,writeFileChunks,writeFileChunks,Integer as a for lower bound,false,0,399,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/schema/filewriter.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/schema/filewriter.go#L399,
perkeep/perkeep,ReceiveBlob,ReceiveBlob,Var as a chan bound,true,nReplicas,202,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/replica/replica.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/replica/replica.go#L202,
perkeep/perkeep,ReceiveBlob,ReceiveBlob,Go in for,false,,210,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/replica/replica.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/replica/replica.go#L210,
perkeep/perkeep,ReceiveBlob,ReceiveBlob,Slice as a spawning for upper bound,true,Name : fails,232,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/replica/replica.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/replica/replica.go#L232,
perkeep/perkeep,RemoveBlobs,RemoveBlobs,Go in for,false,,247,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/replica/replica.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/blobserver/replica/replica.go#L247,
perkeep/perkeep,importAll,importAll,Var as a chan bound,true,&{0xc44ab5db00 16809356 * numWorkers},183,/var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/f2e7add71bf7d7fdc0d8d8060171e41c238e166a//var/folders/28/gltwgskn4998yb1_d73qtg8h0000gn/T/clone-example630181178/pkg/server/import_share.go#L183,
